,rating,brand_name,product_category,parent_category,idx_size,cost_usd,bow
24980,b+,chanel,shoulder bag,bag,medium,2189.94,classic medium lambskin leather double flap bag black leather  lambskin timeless classic flap
24981,b+,chanel,shoulder bag,bag,small,1537.62,classic small lambskin leather double flap bag black leather  lambskin timeless classic flap
24982,b+,chanel,crossbody bag,bag,medium,1863.78,diana flap crossbody bag black leather  lambskin diana  
24983,b+,chanel,tote bag,bag,9,1444.43,caviar leather tote bag black leather  calf caviar cc turnlock
24984,ab,dior,handbag,bag,14,223.65,oblique rasta handbag brown fabric  coated canvas dior oblique rasta
24985,ab,fendi,handbag,bag,6,335.48,pequin satchel brown fabric  canvas pequin satchel 
24986,ab,gucci,satchel,bag,medium,621.57,bamboo daily leather satchel orange leather  calf daily  
24987,ab,gucci,crossbody bag,bag,13,316.84,gg cryatsl crossbody bag beige plastic  vinyl gg crystal crossbody
24988,b+,prada,satchel,bag,10,643.0,saffiano cuir twin satchel light blue leather  calf saffiano cuir twin
24989,ab,prada,crossbody bag,bag,4,223.65,fiocco bow tessuto crossbody bag red fabric  nylon fiocco bow vela
24990,a,gucci,shoulder bag,bag,small,995.0,small dionysus leather shoulder bag green leather  calf dionysus shoulder bag
24991,b+,miu miu,satchel,bag,9,160.0,vitello shine satchel pink leather  calf vitello shine satchel
24992,ab,balenciaga,satchel,bag,medium,708.24,blanket square m multicolor leather  lambskin blanket square 
24993,ab,balenciaga,satchel,bag,11,186.38,motocross giant velo satchel pink leather  lambskin motocross velo giant
24994,b+,bottega veneta,hobo bag,bag,13,260.93,intrecciato leather hobo bag black leather  calf intrecciato hobo 
24995,b+,bottega veneta,long wallets,slg,3,83.87,intrecciato zip around wallet black leather  calf intrecciato coin pouch
24996,b,bottega veneta,handbag,bag,10,288.89,large roma intrecciato handbag brown leather  calf intrecciato roma 
24997,ab,bottega veneta,long wallets,slg,3,158.42,intrecciato zip around wallet black leather  calf intrecciato coin pouch
24998,b+,burberry,satchel,bag,12,214.33,smoke check nylon satchel black fabric  nylon smoke check satchel
24999,ab,burberry,handbag,bag,9,83.87,canvas handbag red fabric  canvas canvas handbag 
25000,b+,burberry,satchel,bag,10,46.59,leather satchel dark brown leather  calf calf leather satchel
25001,b+,burberry,crossbody bag,bag,10,167.74,house check canvas crossbody bag beige fabric  canvas house check crossbody
25002,b+,burberry,crossbody bag,bag,10,55.91,nylon crossbody bag black fabric  nylon nova check crossbody
25003,b+,burberry,crossbody bag,bag,12,111.83,leather crossbody bag brown leather  calf calf leather crossbody
25004,b+,burberry,shoulder bag,bag,7,130.46,haymarket check canvas crossbody bag beige fabric  canvas haymarket check crossbody
25005,b+,burberry,shoulder bag,bag,9,65.23,leather shoulder bag brown leather  calf calf leather shoulder
25006,b+,cartier,long wallets,slg,7,27.96,must de cartier leather wallet dark red leather  calf must de cartier
25007,b+,cartier,clutch bag,bag,7,37.28,leather clutch black leather  calf calf leather clutch
25009,b+,cartier,bucket bag,bag,12,83.87,leather must de cartier bucket bag light brown leather  calf must de cartier
25010,b+,celine,tote bag,bag,10,65.23,macadam canvas tote bag gray fabric  canvas macadam tote 
25011,b+,celine,crossbody bag,bag,10,149.1,macadam canvas crossbody bag light brown fabric  canvas macadam crossbody 
25012,b+,celine,tote bag,bag,14,139.78,macadam canvas tote bag brown fabric  canvas macadam tote 
25013,b+,celine,boston bag,bag,9,130.46,macadam boston bag brown fabric  coated canvas macadam boston 
25015,ab,celine,small wallets,slg,4,46.59,macadam small wallet brown plastic  vinyl macadam wallet 
25016,b+,celine,long wallets,slg,4,149.1,continental leather wallet blue leather  calf continental  
25017,ab,celine,long wallets,slg,4,65.23,macadam long wallet brown fabric  coated canvas macadam wallet 
25019,b+,celine,clutch bag,bag,7,27.96,macadam clutch bag beige fabric  coated canvas macadam clutch 
25020,ab,celine,bucket bag,bag,10,55.91,macadam drawstring bucket bag brown leather  calf calf leather bucket
25021,ab,celine,handbag,bag,8,111.83,macadam boogie canvas handbag beige fabric  canvas macadam boogie 
25022,b+,celine,handbag,bag,9,177.06,macadam handbag brown fabric  coated canvas macadam handbag 
25023,ab,celine,shoulder bag,bag,7,121.15,macadam canvas crossbody bag dark brown fabric  canvas macadam crossbody 
25026,b+,chanel,shoulder bag,bag,8,1612.17,jumbo classic single whipstitch flap bag beige leather  lambskin cc turnlock classic
25031,ab,chanel,tote bag,bag,10,1304.64,caviar grand shopping tote black leather  calf caviar grand shopping
25032,b,chanel,shoulder bag,bag,11,1192.82,caviar leather shoulder bag black leather  calf caviar cc timeless
25041,ab,chanel,shoulder bag,bag,xl,2590.65,xl double stitch boy bag black leather  lambskin timeless le boy
25042,ab,chloe,satchel,bag,8,27.96,paddington leather satchel beige leather  calf paddington  
25044,ab,dior,travel bag,bag,17,158.42,honeycomb travel bag black fabric  coated canvas honeycomb travel bag
25051,b+,dior,tote bag,bag,medium,260.93,lady dior denim tote bag light blue fabric  denim cannage lady dior
25052,b+,dior,shoulder bag,bag,7,177.06,dior oblique canvas chain shoulder bag black fabric  canvas dior oblique clutch
25053,b+,dior,tote bag,bag,12,111.83,dior oblique canvas tote bag white fabric  canvas dior oblique tote
25054,b+,dolce&gabbana,backpack,bag,26,46.59,nylon backpack black fabric  nylon nylon backpack 
25057,b+,fendi,shoulder bag,bag,10,130.46,zucchino canvas crossbody bag brown fabric  canvas zucchino crossbody 
25058,b+,fendi,crossbody bag,bag,8,37.28,leather crossbody bag black leather  calf calf leather crossbody
25059,b+,ferragamo,shoulder bag,bag,9,111.83,gancini canvas shoulder bag black fabric  canvas gancini shoulder bag
25060,b,ferragamo,tote bag,bag,9,37.28,gancini canvas tote bag light blue fabric  canvas gancini tote 
25061,b+,ferragamo,shoulder bag,bag,8,55.91,gancini suede crossbody bag gray leather  suede gancini crossbody 
25062,b+,ferragamo,shoulder bag,bag,11,186.38,leather shoulder bag black leather  calf calf leather shoulder
25063,b+,ferragamo,shoulder bag,bag,12,74.55,grosgrain shoulder bag black fabric  cotton cotton shoulder bag
25064,b+,ferragamo,handbag,bag,8,139.78,gancini leather handbag black leather  calf gancini handbag 
25065,ab,ferragamo,shoulder bag,bag,14,214.33,gancini leather shoulder bag black leather  calf gancini shoulder bag
25066,b+,ferragamo,card holder,slg,3,37.28,gancini leather card case blue leather  calf gancini card holder
25067,ab,ferragamo,tote bag,bag,10,55.91,leather tote bag black leather  calf gancini tote 
25068,b,ferragamo,shoulder bag,bag,10,83.87,gancini leather crossbody bag black fabric  canvas gancini crossbody 
25069,ab,ferragamo,shoulder bag,bag,10,139.78,leather handbag black leather  calf calf leather shoulder
25070,b+,givenchy,tote bag,bag,9,46.59,canvas tote bag beige fabric  canvas canvas tote 
25071,b+,goyard,long wallets,slg,4,130.46,goyardine varenne long wallet red fabric  coated canvas goyardine varenne long
25072,b+,gucci,shoulder bag,bag,11,270.25,studded gg canvas pelham shoulder bag brown fabric  canvas gg canvas shoulder
25073,b+,gucci,hobo bag,bag,10,214.33,gg canvas princy hobo bag brown fabric  canvas gg canvas princy
25074,ab,gucci,shoulder bag,bag,11,139.78,leather shoulder bag black leather  calf calf leather shoulder
25075,ab,gucci,tote bag,bag,10,149.1,gg canvas abbey d ring tote bag brown fabric  canvas abbey gg canvas
25076,b,gucci,tote bag,bag,8,177.06,gg canvas punch tote bag brown fabric  canvas gg canvas punch
25077,b+,gucci,tote bag,bag,12,177.06,gg canvas tote bag black fabric  canvas gg canvas tote
25078,b+,gucci,tote bag,bag,15,158.42,leather tote bag black leather  calf creole tote 
25079,b,gucci,shoulder bag,bag,9,46.59,gg canvas tote bag brown fabric  canvas gg canvas shoulder
25080,b+,gucci,tote bag,bag,8,130.46,gg supreme tote bag brown fabric  coated canvas gg supreme tote
25081,b+,gucci,crossbody bag,bag,9,167.74,gg canvas crossbody bag black fabric  canvas gg canvas crossbody
25082,b+,gucci,crossbody bag,bag,8,158.42,gg canvas crossbody bag brown fabric  canvas gg canvas crossbody
25083,b+,gucci,shoulder bag,bag,9,177.06,gg canvas horsebit shoulder bag black fabric  canvas gg canvas horsebit
25084,b+,gucci,shoulder bag,bag,7,139.78,leather hobo bag black leather  calf calf leather hobo
25087,ab,gucci,shoulder bag,bag,10,242.29,gg canvas hasler hobo bag brown fabric  canvas gg canvas hasler
25088,b,gucci,shoulder bag,bag,12,223.65,guccissima crossbody bag dark brown leather  calf guccissima crossbody 
25089,b+,gucci,shoulder bag,bag,11,205.02,gg supreme coated canvas crossbody bag brown fabric  coated canvas gg supreme crossbody
25090,b,gucci,shoulder bag,bag,10,83.87,leather shoulder bag black leather  calf calf leather shoulder
25092,b,gucci,long wallets,slg,4,37.28,leather long wallet black leather  calf calf leather long
25093,b+,gucci,tote bag,bag,15,167.74,large gg supreme shopper tote gray fabric  coated canvas gg supreme web
25094,b+,gucci,belt,accessories,2,55.91,leather belt black leather  calf calf leather belt
25095,b,gucci,long wallets,slg,4,102.51,bamboo soho leather long wallet dark blue leather  calf bamboo soho long
25096,b+,gucci,tote bag,bag,18,205.02,gg canvas tote bag brown fabric  canvas gg canvas tote
25097,b,gucci,shoulder bag,bag,9,177.06,gg crystal abbey d ring shoulder bag brown plastic  vinyl abbey d ring
25098,b+,gucci,tote bag,bag,10,111.83,gg canvas pelham tote bag brown fabric  canvas gg canvas pelham
25099,b,gucci,tote bag,bag,12,111.83,gg canvas bamboo tote bag black fabric  canvas bamboo gg canvas
25100,ab,gucci,shoulder bag,bag,10,223.65,gg canvas charlotte shoulder bag black fabric  canvas charlotte gg canvas
25101,b,gucci,shoulder bag,bag,6,74.55,leather chain shoulder bag black leather  calf calf leather chain
25102,b,gucci,handbag,bag,11,139.78,gg canvas nailhead tote bag black fabric  canvas gg canvas new
25103,b+,gucci,shoulder bag,bag,7,121.15,gg canvas shoulder bag black fabric  canvas gg canvas shoulder
25104,b+,gucci,bucket bag,bag,13,74.55,gg canvas eclipse tote bag black fabric  canvas eclipse gg canvas
25105,b+,gucci,tote bag,bag,14,121.15,gg canvas tote bag black fabric  canvas gg canvas tote
25106,b+,gucci,shoulder bag,bag,10,279.57,gg canvas shoulder bag brown fabric  canvas gg canvas shoulder
25107,b+,gucci,handbag,bag,8,437.99,swing canvas tote bag beige fabric  canvas swing  
25108,b+,gucci,shoulder bag,bag,9,372.76,gg supreme tote bag brown fabric  coated canvas gg supreme tote
25109,b+,gucci,hobo bag,bag,9,228.31,gg canvas bamboo ring hobo bag black fabric  canvas gg canvas bamboo
25110,b+,gucci,shoulder bag,bag,11,93.19,gg canvas crossbody bag brown fabric  canvas gg canvas crossbody
25111,ab,gucci,tote bag,bag,15,978.48,bee star tote bag black leather  calf bee star satchel
25112,b+,gucci,shoulder bag,bag,10,260.93,gg supreme messenger bag brown fabric  coated canvas gg supreme messenger
25113,b+,gucci,crossbody bag,bag,small,698.92,small arli crossbody bag dark red leather  calf arli  
25122,b+,hermes,tote bag,bag,gm,93.19,fourre tout gm dark brown fabric  canvas fourre tout 
25123,b+,hermes,tote bag,bag,mm,55.91,fourre tout mm black fabric  canvas fourre tout 
25124,b+,hermes,travel bag,bag,52,512.54,canvas herbag tgm beige fabric  canvas herbag  
25125,b,loewe,shoulder bag,bag,10,93.19,leather shoulder bag black leather  calf calf leather shoulder
25126,b,loewe,clutch bag,bag,10,46.59,leather clutch bag black leather  calf calf leather clutch
25127,b+,loewe,shoulder bag,bag,13,205.02,canvas crossbody bag black fabric  canvas canvas crossbody 
25128,b+,loewe,shoulder bag,bag,12,186.38,leather shoulder bag black leather  calf anagram shoulder bag
25129,a,louis vuitton,satchel,bag,pm,1677.4,monogram empreinte neo alma pm black leather  calf monogram empreinte neo
25130,b+,louis vuitton,tote bag,bag,10,792.11,monogram irene brown fabric  coated canvas monogram irene 
25131,b,louis vuitton,tote bag,bag,mm,493.9,damier ebene neverfull mm brown fabric  coated canvas damier ebene neverfull
25132,b,louis vuitton,other slg,slg,mini,74.55,monogram mini agenda brown fabric  coated canvas monogram agenda 
25133,b+,hermes,long wallets,slg,large,447.31,epsom azap wallet dark red leather  calf epsom azap 
25134,b,louis vuitton,handbag,bag,11,344.8,monogram lockit vertical brown fabric  coated canvas monogram lockit vertical
25135,b+,louis vuitton,shoulder bag,bag,pm,177.06,epi saint jacques pm short strap blue leather  calf epi saint jacques
25136,b+,louis vuitton,handbag,bag,pm,251.61,monogram alma pm brown fabric  coated canvas monogram alma 
25137,ab,louis vuitton,belt bag,bag,5,419.35,damier ebene geronimos brown fabric  coated canvas damier ebene geronimos
25139,b,louis vuitton,long wallets,slg,4,214.33,taiga portefeuille long wallet black leather  calf taiga portefeuille long
25140,ab,louis vuitton,baguette,bag,5,447.31,monogram sonatine brown fabric  coated canvas monogram sonatine 
25141,b+,louis vuitton,pouch,slg,28,130.46,monogram trousse toilette 28 brown fabric  coated canvas monogram trousse toilette
25142,b+,louis vuitton,handbag,bag,pm,326.16,suhali lockit pm white leather  goatskin suhali lockit 
25143,ab,louis vuitton,hobo bag,bag,pm,484.58,monogram delightful pm brown fabric  coated canvas monogram delightful 
25145,b+,louis vuitton,tote bag,bag,12,512.54,damier ebene venice sac plat brown fabric  coated canvas damier ebene venice
25146,b,louis vuitton,handbag,bag,11,167.74,epi riviera black leather  calf epi riviera 
25147,b+,louis vuitton,crossbody bag,bag,10,372.76,damier ebene naviglio brown fabric  coated canvas damier ebene naviglio
25150,b+,louis vuitton,long wallets,slg,5,83.87,monogram pochette passport organizer brown fabric  coated canvas monogram pochette passport
25152,ab,louis vuitton,coin pouch,slg,5,260.93,epi zippy coin purse red leather  calf epi zippy coin
25153,b+,louis vuitton,pouch,slg,28,121.15,monogram trousse toilette 28 brown fabric  coated canvas monogram trousse toilette
25154,b+,louis vuitton,tote bag,bag,mm,531.18,damier ebene hampstead mm brown fabric  coated canvas damier ebene hampstead
25155,b,louis vuitton,handbag,bag,8,400.71,monogram multicolore audra white fabric  coated canvas monogram multicolore audra
25156,b+,louis vuitton,handbag,bag,17,493.9,monogram ellipse shopper brown fabric  coated canvas monogram ellipse 
25157,b+,louis vuitton,long wallets,slg,7,167.74,monogram porte-cartes credit yen wallet brown fabric  coated canvas monogram porte-cartes credit
25158,ab,louis vuitton,pouch,slg,3,139.78,monogram key pouch brown fabric  coated canvas monogram key pouch
25159,b+,mcm,business bag,bag,14,177.06,visetos leather briefcase brown leather  calf visetos business bag
25160,ab,mcm,tote bag,bag,10,111.83,visetos leather shoulder bag white leather  calf visetos shoulder bag
25161,b+,mcm,tote bag,bag,12,93.19,visetos nylon tote bag black fabric  nylon visetos shoulder bag
25162,b+,miu miu,handbag,bag,8,251.61,matelasse embroidered denim handbag blue fabric  denim matelasse satchel 
25163,ab,miu miu,satchel,bag,12,167.74,matelasse studded leather satchel dark brown leather  lambskin harlequin nappa satchel
25164,ab,miu miu,crossbody bag,bag,5,326.16,madras double zip crossbody bag red leather  goatskin madras crossbody 
25165,ab,prada,satchel,bag,10,400.71,denim satchel blue fabric  denim denim satchel 
25166,b+,prada,shoulder bag,bag,10,93.19,tessuto messenger bag black fabric  nylon tessuto crossbody 
25167,b+,prada,tote bag,bag,10,167.74,tessuto tote bag red fabric  nylon tessuto tote 
25168,b+,prada,tote bag,bag,8,270.25,gathered tessuto tote bag black fabric  nylon tessuto satchel 
25169,b+,prada,tote bag,bag,10,177.06,leather tote bag dark brown leather  calf easy  
25170,b+,prada,tote bag,bag,12,214.33,tessuto tote bag black fabric  nylon tessuto tote 
25171,b+,prada,handbag,bag,8,121.15,tessuto handbag black fabric  nylon tessuto travel bag
